GAP인증번호,인증기관,개인_단체 구분명,유효기간 시작일,유효기간 종료일,품목,주소,등록 농가수,등록 필지수,재배면적,생산계획량,지정일자
1002379,농협경제지주(주)식품R&D연구소,단체,2020-07-28,2022-07-27,복숭아,경기도 이천시,159,662,1522326,2166.35,2020-07-28
1002378,농협경제지주(주)식품R&D연구소,단체,2020-09-13,2022-09-12,쌀,강원도 철원군,209,2956,9439010,6824.38,2020-09-13
1002377,농협경제지주(주)식품R&D연구소,단체,2020-09-13,2022-09-12,쌀,강원도 철원군,234,2720,8478214,6129.76,2020-09-13
1002376,농협경제지주(주)식품R&D연구소,단체,2020-09-13,2022-09-12,쌀,강원도 철원군,192,2952,9272071,6703.53,2020-09-13
1002374,농업회사법인(주)푸른솔,단체,2020-05-13,2022-05-12,쌀,강원도 철원군,335,4192,13035347,13372.2,2020-05-13
1002373,농업회사법인(주)푸른솔,단체,2020-05-13,2022-05-12,쌀,강원도 철원군,171,1168,3826077,3949.8,2020-05-13
1002372,농업회사법인(주)푸른솔,단체,2020-05-13,2022-05-12,쌀,강원도 철원군,213,2488,7537581,7729.1,2020-05-13
1002371,농업회사법인(주)푸른솔,단체,2020-05-13,2022-05-12,쌀,강원도 철원군,94,1048,3140764,3224.6,2020-05-13
1002370,농업회사법인(주)푸른솔,단체,2020-05-13,2022-05-12,쌀,강원도 철원군,435,4378,12978464,13316.8,2020-05-13
1002366,농협경제지주(주)식품R&D연구소,단체,2020-07-06,2022-07-05,파프리카,강원도 철원군,68,247,389922,1935.97,2020-07-06
1002365,농협경제지주(주)식품R&D연구소,단체,2020-09-11,2022-09-10,포도,경기도 김포시,95,173,440892.4,741.58525,2020-09-11
1002364,지리산인증(주),개인,2020-09-10,2022-09-09,사과,전라북도 남원시,1,1,6731,13,2020-09-10
1002363,(재)금산인삼약초산업진흥원,법인,2020-07-15,2022-07-14,쌀,충청남도 서산시,1,18,242079.5,170.45,2020-07-15
1002359,주식회사 성농,단체,2020-09-10,2022-09-09,벼,전라북도 김제시,17,66,214225,160.9,2020-09-10
1002357,주식회사 성농,단체,2020-09-10,2022-09-09,벼,전라북도 김제시,8,33,134077,100.3,2020-09-10
1002356,주식회사 성농,단체,2020-09-10,2022-09-09,벼,전라북도 김제시,10,28,107687,80.7,2020-09-10
1002355,주식회사 성농,단체,2020-09-10,2022-09-09,벼,전라북도 고창군,32,314,901226.8,609.18,2020-09-10
1002353,충북대학교 산학협력단,단체,2020-09-09,2022-09-08,사과,충청북도 충주시,3,8,40430,99.8,2020-09-09
1002352,농협경제지주(주)식품R&D연구소,단체,2020-09-09,2022-09-08,쌀,강원도 철원군,793,9055,16919263,12233.15,2020-09-09
1002351,농협경제지주(주)식품R&D연구소,단체,2020-09-09,2022-09-08,쌀,강원도 철원군,228,1670,3826233.27,2766.45,2020-09-09
1002350,농협경제지주(주)식품R&D연구소,단체,2020-09-09,2022-09-08,쌀,강원도 철원군,131,1276,3579044.68,2591.21,2020-09-09
1002349,농협경제지주(주)식품R&D연구소,단체,2020-09-09,2022-09-08,쌀,강원도 철원군,91,563,1288599.29,931.65,2020-09-09
1002348,농협경제지주(주)식품R&D연구소,단체,2020-09-09,2022-09-08,쌀,강원도 철원군,150,1779,4980257.43,3601.49,2020-09-09
1002347,주식회사 농식품인증관리원,단체,2020-09-08,2022-09-07,쌀,충청북도 진천군,35,519,1061550,961.5,2020-09-08
1002346,주식회사 온누리친환경,단체,2020-07-31,2022-07-30,포도,경기도 안성시,28,182,239759.5,480.2,2020-07-31
1002345,재단법인 경기도농수산진흥원,단체,2020-09-08,2022-09-07,포도,경기도 안성시,38,105,250819,245.9,2020-09-08
1002344,농협경제지주(주)식품R&D연구소,단체,2020-09-07,2022-09-06,쌀,전라남도 고흥군,298,2669,7966107,5759.79,2020-09-07
1002343,전북대학교 산학협력단,단체,2020-09-07,2022-09-06,쌀,전라북도 정읍시,117,584,2223337,1556.6,2020-09-07
1002342,전북대학교 산학협력단,단체,2020-09-06,2022-09-05,쌀,전라북도 정읍시,31,147,625167,437.72,2020-09-06
1002341,농협경제지주(주)식품R&D연구소,단체,2020-09-06,2022-09-05,포도,경상북도 상주시,107,314,691047.5,1162.41,2020-09-06
1002340,전북대학교 산학협력단,단체,2020-09-05,2022-09-04,쌀,전라북도 정읍시,53,333,1098847,769.8,2020-09-05
1002338,주식회사 농식품인증관리원,단체,2020-09-04,2022-09-03,포도,충청남도 보령시,13,71,80879,147.08,2020-09-04
1002335,농협경제지주(주)식품R&D연구소,단체,2020-09-03,2022-09-02,포도,경상북도 상주시,453,2168,4605271.97,7632.53,2020-09-03
1002334,재단법인 경기도농수산진흥원,단체,2020-09-03,2022-09-02,포도,경기도 안산시 단원구,8,45,58111,117.8,2020-09-03
1002331,재단법인 경기도농수산진흥원,단체,2020-09-02,2022-09-01,포도,경기도 안성시,15,42,97124,181.38,2020-09-02
1002330,농협경제지주(주)식품R&D연구소,단체,2020-05-25,2022-05-24,수박,충청북도 음성군,28,98,218563.3,946.81,2020-05-25
1002329,농협경제지주(주)식품R&D연구소,단체,2020-07-09,2022-07-08,복숭아,충청북도 음성군,33,121,273530,389.24,2020-07-09
1002327,친환경농업연구원 주식회사,단체,2020-09-01,2022-08-31,쌀,충청남도 서산시,73,382,1279514,614.25,2020-09-01
1002326,(주)온누리지에이피,단체,2020-09-01,2022-08-31,포도,경상북도 상주시,47,122,289685.4,671,2020-09-01
1002320,전북대학교 산학협력단,단체,2020-08-31,2022-08-30,포도,전라북도 김제시,5,15,36271,71.31,2020-08-31
1002317,주식회사 농식품인증관리원,개인,2020-08-31,2022-08-30,사과,충청북도 충주시,1,4,8837,17.12,2020-08-31
1002314,용인시농업기술센터,단체,2020-08-30,2022-08-29,포도,경기도 용인시 처인구,17,41,63938.7,121.87,2020-08-30
1002313,용인시농업기술센터,단체,2020-08-30,2022-08-29,수박,경기도 용인시 처인구,12,59,141207,213.64,2020-08-30
1002312,전북대학교 산학협력단,단체,2020-08-30,2022-08-29,벼,전라북도 익산시,25,90,324114.7,226.9,2020-08-30
1002308,농협경제지주(주)식품R&D연구소,단체,2020-08-29,2022-08-28,포도,전라북도 남원시,33,66,136159,229.22,2020-08-29
1002301,농업법인플럼코트맘(주),개인,2020-08-29,2022-08-28,메론,전라남도 나주시,72,243,560711,2814.28,2020-08-29
1002300,농협경제지주(주)식품R&D연구소,단체,2020-08-21,2022-08-20,포도,전라남도 담양군,34,84,156252.1,262.85,2020-08-21
1002296,㈜비씨에스코리아,법인,2020-08-29,2022-08-28,배,충청남도 천안시 서북구,13,69,245274,902.2,2020-08-29
1002295,농협경제지주(주)식품R&D연구소,단체,2020-07-06,2022-07-05,복숭아,충청북도 음성군,186,581,1539295.83,2188.76,2020-07-06
1002293,주식회사 성농,개인,2020-08-29,2022-08-28,표고버섯,전라북도 익산시,1,3,14181,10,2020-08-29
1002289,주식회사 농식품인증관리원,단체,2020-08-27,2022-08-26,배,충청남도 천안시 서북구,68,295,723582.1,1483.73,2020-08-27
1002288,(주)에코아임친환경기술연구원,단체,2020-08-26,2022-08-25,무화과,전라남도 영암군,23,118,162165,356.7,2020-08-26
1002287,(주)미래친환경농업인증센터,개인,2020-08-26,2022-08-25,배,전라남도 나주시,1,16,19424,70,2020-08-26
1002283,토지글로닉스 주식회사,단체,2020-08-25,2022-08-24,포도,전라남도 장성군,19,48,89531,141.52,2020-08-25
1002278,전북대학교 산학협력단,단체,2020-08-24,2022-08-23,포도,전라북도 김제시,5,24,58274.3,139.97,2020-08-24
1002277,농협경제지주(주)식품R&D연구소,단체,2020-08-24,2022-08-23,쌀,전라남도 곡성군,11,27,46704,33.77,2020-08-24
1002273,농협경제지주(주)식품R&D연구소,단체,2020-08-24,2022-08-23,배,경상북도 상주시,13,50,103059.1,212.4,2020-08-24
1002272,농협경제지주(주)식품R&D연구소,단체,2020-08-24,2022-08-23,배,충청남도 논산시,6,29,86713,178.72,2020-08-24
1002271,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,15,76,171970,318.32,2020-08-09
1002270,전북대학교 산학협력단,개인,2020-08-24,2022-08-23,포도,전라북도 전주시 덕진구,1,2,4998,8,2020-08-24
1002265,(재)금산인삼약초산업진흥원,개인,2020-08-22,2022-08-21,깻잎,충청남도 금산군,1,1,3058,8,2020-08-22
1002262,농협경제지주(주)식품R&D연구소,단체,2020-08-18,2022-08-17,배,전라남도 순천시,19,106,228958,471.84,2020-08-18
1002261,농협경제지주(주)식품R&D연구소,단체,2020-08-18,2022-08-17,배,전라남도 순천시,10,69,161261,332.35,2020-08-18
1002258,주식회사 성농,단체,2020-08-20,2022-08-19,사과,전라북도 장수군,8,42,93794,422.4,2020-08-20
1002257,농협경제지주(주)식품R&D연구소,단체,2020-08-20,2022-08-19,복숭아,경상북도 영덕군,27,131,249115.6,459.09,2020-08-20
1002256,농협경제지주(주)식품R&D연구소,단체,2020-08-20,2022-08-19,포도,전라남도 장성군,8,24,48523,81.63,2020-08-20
1002253,전북대학교 산학협력단,개인,2020-08-19,2022-08-18,포도,전라북도 김제시,1,2,10742,30,2020-08-19
1002249,(주)에버그린농우회,개인,2020-08-19,2022-08-18,딸기,경상남도 산청군,1,8,12172,38,2020-08-19
1002248,(주)에버그린농우회,개인,2020-08-19,2022-08-18,딸기,경상남도 산청군,1,6,13895,42.9,2020-08-19
1002244,농협경제지주(주)식품R&D연구소,단체,2020-08-18,2022-08-17,복숭아,강원도 원주시,31,119,219919,312.98,2020-08-18
1002243,주식회사 농식품인증관리원,단체,2020-08-18,2022-08-17,복숭아,강원도 원주시,22,78,139766,129.5,2020-08-18
1002232,주식회사 푸름인증원,단체,2020-08-17,2022-08-16,사과,경상북도 영주시,393,1984,4597395.4,11937.1,2020-08-17
1002231,지리산인증(주),개인,2020-08-17,2022-08-16,포도,전라북도 전주시 덕진구,1,2,1999,4,2020-08-17
1002228,(주)자연들농식품인증원,법인,2020-04-11,2022-04-10,목이,전라북도 익산시,1,8,4261,100,2020-04-11
1002226,농협경제지주(주)식품R&D연구소,단체,2020-07-26,2022-07-25,복숭아,충청북도 충주시,61,261,617376.9,878.58,2020-07-26
1002223,주식회사 예농,단체,2020-08-14,2022-08-13,단감,경상남도 함안군,13,73,202739,369.2,2020-08-14
1002222,친환경농업연구원 주식회사,개인,2020-08-14,2022-08-13,포도,충청남도 보령시,1,6,38151,64.55,2020-08-14
1002220,농협경제지주(주)식품R&D연구소,단체,2020-08-06,2022-08-05,포도,전라북도 남원시,38,94,197905.67,332.88266,2020-08-06
1002219,농협경제지주(주)식품R&D연구소,단체,2020-08-06,2022-08-05,복숭아,전라북도 남원시,45,186,479858.87,698.54,2020-08-06
1002212,(재)금산인삼약초산업진흥원,개인,2020-08-13,2022-08-12,깻잎,충청남도 금산군,1,8,5245,7.7,2020-08-13
1002211,농협경제지주(주)식품R&D연구소,단체,2020-08-12,2022-08-11,복숭아,강원도 원주시,15,40,70095.5,99.76,2020-08-12
1002209,농협경제지주(주)식품R&D연구소,단체,2020-07-27,2022-07-26,복숭아,경상북도 김천시,27,127,215964,307.36,2020-07-27
1002207,농협경제지주(주)식품R&D연구소,단체,2020-08-10,2022-08-09,포도,경상북도 상주시,79,324,697020.3,1172.36,2020-08-10
1002206,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,16,72,201207,370.8,2020-08-09
1002205,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,11,54,142142,261.95,2020-08-09
1002204,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,14,59,118449.5,218.32,2020-08-09
1002203,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,17,64,155236.5,286.08,2020-08-09
1002202,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,16,96,224875,414.4,2020-08-09
1002201,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,11,61,104379,192.35,2020-08-09
1002200,농협경제지주(주)식품R&D연구소,단체,2020-08-09,2022-08-08,사과,경상북도 문경시,23,151,375125,691.37,2020-08-09
1002196,(재)금산인삼약초산업진흥원,개인,2020-08-08,2022-08-07,깻잎,충청남도 금산군,1,2,2540,2.7,2020-08-08
1002191,주식회사 글로벌농식품인증원,단체,2020-07-01,2022-06-30,포도,경상북도 김천시,24,70,105468,180.5,2020-07-01
1002186,주식회사 글로벌농식품인증원,단체,2020-08-07,2022-08-06,사과,경상북도 구미시,6,31,51425,95.79,2020-08-07
1002185,주식회사 예농,단체,2020-08-07,2022-08-06,단감,경상남도 창녕군,2,3,50486,100.2,2020-08-07
1002182,(주)아이에스씨농업발전연구소,단체,2020-08-06,2022-08-05,포도,전라북도 김제시,6,26,26899,84.07,2020-08-06
1002181,주식회사 녹색친환경,법인,2020-08-05,2022-08-04,콩나물,경상남도 김해시,1,2,594,65,2020-08-05
1002180,전북대학교 산학협력단,단체,2020-08-05,2022-08-04,포도,전라북도 김제시,78,185,467814.5,825.27,2020-08-05
1002179,주식회사 성농,개인,2020-08-04,2022-08-03,배,전라북도 전주시 완산구,1,5,19668,60,2020-08-04
1002174,농협경제지주(주)식품R&D연구소,단체,2020-08-04,2022-08-03,포도,전라북도 남원시,102,355,796301.47,1339.32,2020-08-04
1002171,농협경제지주(주)식품R&D연구소,단체,2020-08-02,2022-08-01,복숭아,경기도 이천시,37,118,340673.83,484.68326,2020-08-02
1002170,전북대학교 산학협력단,법인,2020-08-01,2022-07-31,파프리카,전라북도 익산시,1,22,64111,1700,2020-08-01
1002169,주식회사 농식품인증관리원,단체,2020-08-01,2022-07-31,복숭아,충청북도 충주시,40,137,448861,622.7,2020-08-01
1002166,농협경제지주(주)식품R&D연구소,단체,2020-07-30,2022-07-29,복숭아,강원도 원주시,14,51,142395,202.6,2020-07-30
1002164,토지글로닉스 주식회사,개인,2020-05-24,2022-05-23,복숭아,전라남도 화순군,1,3,5478,3.6,2020-05-24
1002163,토지글로닉스 주식회사,개인,2020-05-24,2022-05-23,복숭아,전라남도 화순군,1,2,1735,0.8,2020-05-24
1002161,주식회사 농식품인증관리원,단체,2020-07-30,2022-07-29,포도,대전광역시 동구,12,32,56533,98.8,2020-07-30
1002160,강원대학교 산학협력단,개인,2020-07-29,2022-07-28,복숭아,강원도 춘천시,1,4,14505,18,2020-07-29
1002159,강원대학교 산학협력단,개인,2020-07-29,2022-07-28,복숭아,강원도 춘천시,1,10,34355,27.5,2020-07-29
1002158,농협경제지주(주)식품R&D연구소,단체,2020-07-29,2022-07-28,복숭아,충청북도 음성군,11,61,210844,300.01,2020-07-29
1002155,주식회사 경기농업인증센터,단체,2020-07-28,2022-07-27,포도,경기도 안성시,16,64,123864.8,202,2020-07-28
1002152,농협경제지주(주)식품R&D연구소,법인,2020-07-28,2022-07-27,복숭아,충청북도 음성군,13,46,115843,164.85,2020-07-28
1002148,전북대학교 산학협력단,단체,2020-07-27,2022-07-26,사과,전라북도 장수군,16,96,274645,494.38,2020-07-27
1002147,전북대학교 산학협력단,법인,2020-07-27,2022-07-26,포도,전라북도 김제시,14,28,68425.2,116.29,2020-07-27
1002143,농협경제지주(주)식품R&D연구소,단체,2020-07-27,2022-07-26,복숭아,경기도 이천시,182,771,2370364.04,3371.11,2020-07-27
1002142,아이센(주),단체,2020-07-26,2022-07-25,복숭아,경상북도 청도군,10,42,61587,85.66,2020-07-26
1002139,농협경제지주(주)식품R&D연구소,단체,2020-07-13,2022-07-12,방울토마토,강원도 횡성군,95,258,511295.64,2449.07,2020-07-13
1002135,(사)한솔농림수산식품인증센터,개인,2020-07-25,2022-07-24,감귤,제주특별자치도 제주시,1,9,16190,33,2020-07-25
1002133,(주)미래친환경농업인증센터,개인,2020-07-24,2022-07-23,포도,전라남도 순천시,1,4,4250,7.6,2020-07-24
1002130,(주)미래친환경농업인증센터,개인,2020-07-24,2022-07-23,단감,전라남도 해남군,1,5,50996,121.6,2020-07-24
1002129,(주)미래친환경농업인증센터,개인,2020-07-24,2022-07-23,블루베리,전라남도 장흥군,1,8,8915,3.96,2020-07-24
1002128,(주)미래친환경농업인증센터,개인,2020-07-24,2022-07-23,단감,전라남도 해남군,1,2,37860,160,2020-07-24
1002123,농협경제지주(주)식품R&D연구소,단체,2020-07-23,2022-07-22,복숭아,충청북도 음성군,36,172,450654,641.33,2020-07-23
1002121,㈜비씨에스코리아,개인,2020-07-22,2022-07-21,복숭아,전라남도 화순군,1,7,6936,6,2020-07-22
1002119,농협경제지주(주)식품R&D연구소,단체,2020-07-21,2022-07-20,복숭아,충청북도 청주시 서원구,9,28,89054,126.73,2020-07-21
1002113,농업법인플럼코트맘(주),단체,2020-07-14,2022-07-13,복숭아,전라남도 화순군,16,51,80866.4,113.01,2020-07-14
1002108,농협경제지주(주)식품R&D연구소,단체,2020-07-07,2022-07-06,복숭아,경기도 화성시,17,52,98462.5,140.12,2020-07-07
1002106,농협경제지주(주)식품R&D연구소,개인,2020-07-03,2022-07-02,단호박,경상남도 하동군,7,8,18914,52.66,2020-07-03
1002104,전북대학교 산학협력단,법인,2020-07-01,2022-06-30,찰쌀보리쌀,전라북도 김제시,260,535,2021221.6,606.37,2020-07-01
1002099,주식회사 성농,단체,2020-06-24,2022-06-23,포도,전라북도 전주시 덕진구,3,10,9601,14,2020-06-24
1002098,주식회사 온누리친환경,단체,2020-06-24,2022-06-23,포도,경기도 안산시 단원구,10,61,52741,100,2020-06-24
1002094,지리산인증(주),개인,2020-06-20,2022-06-19,포도,전라북도 전주시 덕진구,1,5,13029,16.1,2020-06-20
1002092,주식회사 예농,단체,2020-06-18,2022-06-17,매실,경상남도 하동군,3,40,62485,114.85,2020-06-18
1002091,용인시농업기술센터,개인,2020-06-17,2022-06-16,수박,경기도 용인시 처인구,1,6,18300,130,2020-06-17
1002089,용인시농업기술센터,개인,2020-06-17,2022-06-16,수박,경기도 용인시 처인구,1,5,7543,80,2020-06-17
1002086,용인시농업기술센터,개인,2020-06-17,2022-06-16,수박,경기도 용인시 처인구,1,3,14716,160,2020-06-17
1002085,용인시농업기술센터,단체,2020-06-17,2022-06-16,수박,경기도 용인시 처인구,7,27,41856.96,291.7,2020-06-17
1002080,주식회사 농식품인증관리원,개인,2020-06-12,2022-06-11,곶감,충청북도 영동군,1,3,91725,41.5,2020-06-12
1002073,(재)금산인삼약초산업진흥원,개인,2020-06-03,2022-06-02,깻잎,충청남도 금산군,1,1,830,2.5,2020-06-03
1002072,주식회사 농식품인증관리원,단체,2020-05-30,2022-05-29,복숭아,대전광역시 중구,21,39,83269,109.24,2020-05-30
1002069,전북대학교 산학협력단,단체,2020-05-27,2022-05-26,파프리카,전라북도 김제시,16,167,503250.64,6886.53,2020-05-27
1002065,주식회사 농식품인증관리원,개인,2020-05-20,2022-05-19,케일,경기도 용인시 처인구,1,14,9400,66.44,2020-05-20
1002060,주식회사 농식품인증관리원,단체,2020-05-19,2022-05-18,수박,충청북도 음성군,9,34,154082,636.9,2020-05-19
1002054,주식회사 성농,단체,2020-05-09,2022-05-08,포도,전라북도 전주시 덕진구,22,53,90099,135.3,2020-05-09
1002041,(주)온누리지에이피,개인,2020-04-25,2022-04-24,포도,경상북도 구미시,1,3,6869,14,2020-04-25
1002039,(주)에버그린농우회,개인,2020-04-25,2022-04-24,포도,경상북도 칠곡군,1,1,5930,16,2020-04-25
1002038,(주)에버그린농우회,단체,2020-04-25,2022-04-24,참외,경상북도 성주군,7,30,55790,192.6,2020-04-25
1002037,(주)에버그린농우회,개인,2020-04-25,2022-04-24,포도,경상북도 김천시,1,1,1896,3,2020-04-25
1002036,주식회사 농식품인증관리원,단체,2020-04-24,2022-04-23,방울토마토,충청북도 충주시,33,101,185043,1278,2020-04-24
1002035,주식회사 녹색친환경,개인,2020-04-23,2022-04-22,미나리,경상남도 통영시,1,19,30483,130,2020-04-23
1002032,용인시농업기술센터,개인,2020-04-04,2022-04-03,표고버섯,경기도 용인시 처인구,1,1,1628,80,2020-04-04
1002026,친환경농업연구원 주식회사,단체,2020-04-01,2022-03-31,포도,인천광역시 옹진군,10,44,32679,48.4,2020-04-01
1002025,친환경농업연구원 주식회사,단체,2020-04-01,2022-03-31,포도,인천광역시 옹진군,11,45,49430,39.7,2020-04-01
1002024,친환경농업연구원 주식회사,단체,2020-04-01,2022-03-31,포도,인천광역시 옹진군,23,86,87723,101.04,2020-04-01
1002022,주식회사 예농,단체,2020-02-27,2022-02-26,딸기,경상남도 진주시,7,12,20437,53.4,2020-02-27
1002020,㈜비씨에스코리아,법인,2020-03-21,2022-03-20,표고버섯,충청남도 천안시 동남구,4,21,22210,813,2020-03-21
1002014,(재)금산인삼약초산업진흥원,단체,2020-03-11,2022-03-10,깻잎,충청남도 금산군,2,10,5250,15,2020-03-11
1002012,주식회사 농식품인증관리원,법인,2020-03-04,2022-03-03,콩나물,경기도 이천시,1,2,1227.45,2050,2020-03-04
1002011,(사)한솔농림수산식품인증센터,개인,2020-03-03,2022-03-02,블루베리,제주특별자치도 제주시,1,2,7073,8,2020-03-03
1002006,(주)에버그린농우회,단체,2020-02-27,2022-02-26,참외,경상북도 성주군,7,33,72366,256.6,2020-02-27
1002005,(주)에버그린농우회,단체,2020-02-27,2022-02-26,참외,경상북도 성주군,38,221,475134,1692.99,2020-02-27
1002004,(주)에버그린농우회,법인,2020-02-27,2022-02-26,참외,경상북도 성주군,11,52,103528,533,2020-02-27
1002003,(주)에버그린농우회,단체,2020-02-27,2022-02-26,참외,경상북도 성주군,6,27,51899,181.6,2020-02-27
1001995,친환경농업연구원 주식회사,단체,2020-02-07,2022-02-06,딸기,충청남도 홍성군,16,45,89036.4,185.22,2020-02-07
1001992,경상국립대학교 산학협력단,법인,2020-01-24,2022-01-23,파프리카,경상남도 함안군,22,107,264984.3,3260,2020-01-24
1001988,(주)미래친환경농업인증센터,법인,2019-11-26,2021-11-25,참다래(키위),전라남도 보성군,167,578,1128288.4,903.27,2019-11-26
1001983,경상국립대학교 산학협력단,개인,2019-12-31,2021-12-30,새송이,경상남도 창녕군,1,2,2714.6,983.8,2019-12-31
1001949,(재)금산인삼약초산업진흥원,개인,2019-12-24,2022-12-23,인삼,충청남도 금산군,1,7,14760,8.39,2019-12-24
1001916,농업법인플럼코트맘(주),법인,2019-12-15,2021-12-14,감,전라남도 영암군,8,82,215822,392.41,2019-12-15
1001905,(재)금산인삼약초산업진흥원,개인,2019-12-12,2022-12-11,인삼,충청남도 금산군,1,5,11722,6.66,2019-12-12
1001895,(재)금산인삼약초산업진흥원,개인,2019-12-12,2022-12-11,인삼,충청남도 금산군,1,7,16008,9.08,2019-12-12
1001894,한국농식품분석연구소 주식회사,단체,2019-12-10,2021-12-09,파프리카,전라남도 광양시,10,62,99615,1609.64,2019-12-10
1001890,농협경제지주(주)식품R&D연구소,개인,2019-11-28,2021-11-27,파프리카,경기도 고양시 일산동구,1,3,19286,360,2019-11-28
1001889,경상국립대학교 산학협력단,개인,2019-11-27,2021-11-26,새송이,경상남도 진주시,1,4,1125,200,2019-11-27
1001815,농업법인플럼코트맘(주),단체,2019-11-26,2021-11-25,애호박,광주광역시 광산구,26,41,103116,958.01,2019-11-26
1001797,농협경제지주(주)식품R&D연구소,단체,2019-11-25,2021-11-24,딸기,광주광역시 북구,69,120,207884.4,661.18205,2019-11-25
1001787,경상국립대학교 산학협력단,개인,2019-11-15,2021-11-14,딸기(장희),경상남도 산청군,1,2,4006,20,2019-11-15
1001786,경상국립대학교 산학협력단,개인,2019-11-15,2021-11-14,딸기,경상남도 산청군,1,3,4149,14,2019-11-15
1001784,(주)에버그린농우회,개인,2019-11-15,2021-11-14,딸기,경상남도 산청군,1,2,3619,11.2,2019-11-15
1001779,친환경농업연구원 주식회사,단체,2019-11-14,2021-11-13,배,충청남도 아산시,6,35,155231.87,327.31,2019-11-14
1001766,(재)금산인삼약초산업진흥원,개인,2019-11-12,2022-11-11,인삼,충청남도 금산군,1,14,22833,12.95,2019-11-12
1001743,(재)금산인삼약초산업진흥원,개인,2019-11-12,2022-11-11,인삼,충청남도 금산군,1,5,10696,6.08,2019-11-12
1001742,(재)금산인삼약초산업진흥원,개인,2019-11-12,2022-11-11,인삼,충청남도 금산군,1,12,17560,10.12,2019-11-12
1001738,주식회사 성농,개인,2019-11-11,2021-11-10,사과,전라북도 무주군,1,6,10392,35,2019-11-11
1001737,주식회사 성농,단체,2021-09-01,2023-08-31,사과,전라북도 장수군,10,70,162838,493.7,2021-09-01
1001736,주식회사 성농,개인,2019-11-11,2021-11-10,사과,전라북도 무주군,1,5,5614,30,2019-11-11
1001734,농협경제지주(주)식품R&D연구소,단체,2020-11-04,2022-11-03,사과,경상북도 예천군,48,249,598593,1094,2020-11-04
1001733,농협경제지주(주)식품R&D연구소,단체,2019-10-02,2021-10-01,배,충청남도 아산시,115,211,1046828.34,2157.51,2019-10-02
1001729,주식회사 농식품인증관리원,단체,2019-11-05,2021-11-04,사과,충청북도 충주시,37,154,276099,524.4,2019-11-05
1001727,주식회사 농식품인증관리원,법인,2019-11-05,2021-11-04,사과,충청북도 단양군,20,88,205922,520.7,2019-11-05
1001723,친환경농업연구원 주식회사,단체,2019-10-31,2021-10-30,배,충청남도 당진시,15,60,134178,356.27,2019-10-31
1001688,농협경제지주(주)식품R&D연구소,단체,2019-10-23,2021-10-22,쌀,경기도 연천군,338,2363,6033734,4362.52,2019-10-23
1001683,(주)에버그린농우회,개인,2019-10-21,2021-10-20,딸기,경상남도 합천군,1,3,7336,21.7,2019-10-21
1001681,(주)에버그린농우회,개인,2019-10-21,2021-10-20,딸기,경상남도 합천군,1,1,3010,9.3,2019-10-21
1001679,경상국립대학교 산학협력단,개인,2019-10-21,2021-10-20,딸기(장희),경상남도 산청군,1,8,11740,33,2019-10-21
1001678,(주)에버그린농우회,개인,2019-10-21,2021-10-20,딸기,경상남도 산청군,1,5,7876,25,2019-10-21
1001676,(주)에버그린농우회,개인,2019-10-21,2021-10-20,딸기,경상남도 산청군,1,5,3876,11.8,2019-10-21
1001673,(주)에버그린농우회,개인,2019-10-21,2021-10-20,딸기,경상남도 합천군,1,2,2366,7.3,2019-10-21
1001669,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,5,9680,8,2019-10-21
1001668,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,1,5908.5,3,2019-10-21
1001667,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,3,6104,5,2019-10-21
1001666,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,3,2771,2,2019-10-21
1001665,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,7,6794,5,2019-10-21
1001662,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,2,9828.2,7,2019-10-21
1001661,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,2,4847,4,2019-10-21
1001659,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,1,1726,2,2019-10-21
1001658,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,2,2664,1,2019-10-21
1001655,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,2,1927,2,2019-10-21
1001651,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,1,3404,3,2019-10-21
1001649,산림조합중앙회,개인,2019-10-21,2021-10-20,대추,충청북도 보은군,1,1,3957,3,2019-10-21
